Units Sold,Available Books in the shelf,Price,Week,NewYear,MLK,Presidents,GoodFriday,Memorial,Independence,Labor,Thanksgiving,Christmas,BookCode
3487.0,5404.85,13.2082018927444,2018-06-24,0,0,0,0,0,0,0,0,0,22722
3618.0,4124.52,14.2037037037037,2019-06-30,0,0,0,0,0,0,0,0,0,22722
3525.0,4194.75,13.4178723404255,2018-07-01,0,0,0,0,0,0,0,0,0,22722
4033.0,6170.49,14.0017356806347,2019-07-07,0,0,0,0,0,1,0,0,0,22722
3686.0,5897.6,13.5200759631036,2018-07-08,0,0,0,0,0,1,0,0,0,22722
3856.0,5514.08,13.3558091286307,2017-07-09,0,0,0,0,0,1,0,0,0,22722
3853.0,4700.66,14.0275110303659,2019-07-14,0,0,0,0,0,0,0,0,0,22722
3617.0,5751.03,13.4310201824716,2018-07-15,0,0,0,0,0,0,0,0,0,22722
3795.0,5958.15,13.3162055335968,2017-07-16,0,0,0,0,0,0,0,0,0,22722
3857.0,5399.8,13.9582577132486,2019-07-21,0,0,0,0,0,0,0,0,0,22722
3701.0,4256.15,13.1648203188327,2018-07-22,0,0,0,0,0,0,0,0,0,22722
3740.0,5161.2,13.5224598930481,2017-07-23,0,0,0,0,0,0,0,0,0,22722
3782.0,4311.48,13.9769962982548,2019-07-28,0,0,0,0,0,0,0,0,0,22722
3589.0,5562.95,13.2981331847311,2018-07-29,0,0,0,0,0,0,0,0,0,22722
3834.0,5099.22,13.584767866458,2017-07-30,0,0,0,0,0,0,0,0,0,22722
4065.0,4674.75,13.8241082410824,2019-08-04,0,0,0,0,0,0,0,0,0,22722
4163.0,5203.75,13.3812154696132,2018-08-05,0,0,0,0,0,0,0,0,0,22722
4522.0,5923.82,13.5619195046439,2017-08-06,0,0,0,0,0,0,0,0,0,22722
4197.0,4490.79,13.8324994043364,2019-08-11,0,0,0,0,0,0,0,0,0,22722
4410.0,5865.3,13.2532879818594,2018-08-12,0,0,0,0,0,0,0,0,0,22722
4320.0,5486.4,13.5828703703703,2017-08-13,0,0,0,0,0,0,0,0,0,22722
4184.0,6945.44,13.8891013384321,2019-08-18,0,0,0,0,0,0,0,0,0,22722
4444.0,5510.56,13.2648514851485,2018-08-19,0,0,0,0,0,0,0,0,0,22722
4456.0,6773.12,13.7495511669658,2017-08-20,0,0,0,0,0,0,0,0,0,22722
4499.0,5758.72,13.6801511446988,2019-08-25,0,0,0,0,0,0,0,0,0,22722
4656.0,5866.56,13.2051116838487,2018-08-26,0,0,0,0,0,0,0,0,0,22722
4796.0,8057.28,12.8505004170141,2017-08-27,0,0,0,0,0,0,0,0,0,22722
4618.0,6603.74,13.4588566478995,2019-09-01,0,0,0,0,0,0,0,0,0,22722
4856.0,5584.4,12.8342257001647,2018-09-02,0,0,0,0,0,0,0,0,0,22722
4664.0,5083.76,13.0122212692967,2017-09-03,0,0,0,0,0,0,0,0,0,22722
4751.0,5511.16,13.5501999579036,2019-09-08,0,0,0,0,0,0,1,0,0,22722
4921.0,7529.13,12.8951432635643,2018-09-09,0,0,0,0,0,0,1,0,0,22722
4737.0,7105.5,12.9259024699176,2017-09-10,0,0,0,0,0,0,1,0,0,22722
4469.0,5854.39,13.7017229805325,2019-09-15,0,0,0,0,0,0,0,0,0,22722
4674.0,5889.24,12.9713307659392,2018-09-16,0,0,0,0,0,0,0,0,0,22722
4305.0,6328.35,13.0155632984901,2017-09-17,0,0,0,0,0,0,0,0,0,22722
4208.0,6143.68,14.1404467680608,2019-09-22,0,0,0,0,0,0,0,0,0,22722
4400.0,5984.0,13.3315909090909,2018-09-23,0,0,0,0,0,0,0,0,0,22722
4109.0,5958.05,13.5473351180335,2017-09-24,0,0,0,0,0,0,0,0,0,22722
4044.0,6793.92,14.1688921859545,2019-09-29,0,0,0,0,0,0,0,0,0,22722
4075.0,5501.25,13.5828220858895,2018-09-30,0,0,0,0,0,0,0,0,0,22722
3999.0,6638.34,13.7179294823705,2017-10-01,0,0,0,0,0,0,0,0,0,22722
4832.0,6233.28,14.1030629139072,2019-10-06,0,0,0,0,0,0,0,0,0,22722
4676.0,7528.36,13.6370829769033,2018-10-07,0,0,0,0,0,0,0,0,0,22722
4411.0,5557.86,13.5919292677397,2017-10-08,0,0,0,0,0,0,0,0,0,22722
4803.0,5523.45,14.2007078909015,2019-10-13,0,0,0,0,0,0,0,0,0,22722
4391.0,5093.56,14.033249829196,2018-10-14,0,0,0,0,0,0,0,0,0,22722
4473.0,6530.58,13.1967359713838,2017-10-15,0,0,0,0,0,0,0,0,0,22722
4817.0,7851.71,14.0415196180195,2019-10-20,0,0,0,0,0,0,0,0,0,22722
4545.0,6317.55,13.849504950495,2018-10-21,0,0,0,0,0,0,0,0,0,22722
4323.0,5792.82,12.9474901688642,2017-10-22,0,0,0,0,0,0,0,0,0,22722
4729.0,5201.9,14.1490801437936,2019-10-27,0,0,0,0,0,0,0,0,0,22722
4514.0,6184.18,14.0675675675675,2018-10-28,0,0,0,0,0,0,0,0,0,22722
4373.0,6472.04,12.9689000686027,2017-10-29,0,0,0,0,0,0,0,0,0,22722
4866.0,6471.78,13.4171804356761,2018-11-04,0,0,0,0,0,0,0,0,0,22722
4797.0,7531.29,13.2174275588909,2017-11-05,0,0,0,0,0,0,0,0,0,22722
5345.0,7055.4,13.4278765201122,2018-11-11,0,0,0,0,0,0,0,0,0,22722
5143.0,8177.37,13.0979972778533,2017-11-12,0,0,0,0,0,0,0,0,0,22722
5026.0,6785.1,13.6727019498607,2018-11-18,0,0,0,0,0,0,0,0,0,22722
4970.0,7902.3,13.1241448692152,2017-11-19,0,0,0,0,0,0,0,0,0,22722
4748.0,7122.0,13.7986520640269,2018-11-25,0,0,0,0,0,0,0,1,0,22722
4629.0,7036.08,13.5614603586087,2017-11-26,0,0,0,0,0,0,0,1,0,22722
4983.0,8122.29,13.792695163556,2018-12-02,0,0,0,0,0,0,0,0,0,22722
4837.0,5562.55,13.7277237957411,2017-12-03,0,0,0,0,0,0,0,0,0,22722
5285.0,6500.55,13.8181646168401,2018-12-09,0,0,0,0,0,0,0,0,0,22722
5171.0,7808.21,13.7348675304583,2017-12-10,0,0,0,0,0,0,0,0,0,22722
5032.0,8000.88,13.9423688394276,2018-12-16,0,0,0,0,0,0,0,0,0,22722
5760.0,9158.4,13.8805555555555,2017-12-17,0,0,0,0,0,0,0,0,0,22722
5472.0,6949.44,14.5608552631578,2018-12-23,0,0,0,0,0,0,0,0,0,22722
7021.0,9899.61,14.5242842899871,2017-12-24,0,0,0,0,0,0,0,0,0,22722
5248.0,8659.2,14.865663109756,2018-12-30,0,0,0,0,0,0,0,0,1,22722
7951.0,11131.4,14.6313671236322,2017-12-31,0,0,0,0,0,0,0,0,1,22722
23731.0,36545.74,16.2721334962707,2019-01-06,1,0,0,0,0,0,0,0,0,22722
36668.0,46568.36,15.7638813134067,2018-01-07,1,0,0,0,0,0,0,0,0,22722
23368.0,25938.48,16.2019428277987,2019-01-13,0,0,0,0,0,0,0,0,0,22722
32491.0,36065.01,15.8906158628543,2018-01-14,0,0,0,0,0,0,0,0,0,22722
21128.0,25142.32,16.2386406664142,2019-01-20,0,0,0,0,0,0,0,0,0,22722
30671.0,38338.75,15.2419875452381,2018-01-21,0,1,0,0,0,0,0,0,0,22722
21867.0,23835.03,15.6019115562262,2019-01-27,0,1,0,0,0,0,0,0,0,22722
26778.0,40970.34,15.5687878108895,2018-01-28,0,0,0,0,0,0,0,0,0,22722
22071.0,37299.99,15.9671514657242,2019-02-03,0,0,0,0,0,0,0,0,0,22722
29628.0,47108.52,15.087046037532,2018-02-04,0,0,0,0,0,0,0,0,0,22722
23505.0,27265.8,15.5489470325462,2019-02-10,0,0,0,0,0,0,0,0,0,22722
28339.0,43642.06,14.9574438053565,2018-02-11,0,0,0,0,0,0,0,0,0,22722
21184.0,27751.04,15.9899452416918,2019-02-17,0,0,0,0,0,0,0,0,0,22722
25576.0,36829.44,14.8103690960275,2018-02-18,0,0,0,0,0,0,0,0,0,22722
22951.0,31901.89,15.4664284780619,2019-02-24,0,0,1,0,0,0,0,0,0,22722
23360.0,29200.0,15.2761130136986,2018-02-25,0,0,1,0,0,0,0,0,0,22722
25360.0,32207.2,15.5213722397476,2019-03-03,0,0,0,0,0,0,0,0,0,22722
25005.0,28505.7,15.2861827634473,2018-03-04,0,0,0,0,0,0,0,0,0,22722
24109.0,30859.52,15.6903645941349,2019-03-10,0,0,0,0,0,0,0,0,0,22722
22321.0,27901.25,15.9683257918552,2018-03-11,0,0,0,0,0,0,0,0,0,22722
21241.0,28887.76,15.9840402994209,2019-03-17,0,0,0,0,0,0,0,0,0,22722
24265.0,39066.65,14.9354626004533,2018-03-18,0,0,0,0,0,0,0,0,0,22722
19803.0,23763.6,16.2425895066404,2019-03-24,0,0,0,0,0,0,0,0,0,22722
19839.0,26782.65,15.4914562225918,2018-03-25,0,0,0,0,0,0,0,0,0,22722
19316.0,32837.2,16.009111617312,2019-03-31,0,0,0,0,0,0,0,0,0,22722
18129.0,19398.03,15.7580671851729,2018-04-01,0,0,0,1,0,0,0,0,0,22722
19109.0,26943.69,16.1148150086346,2019-04-07,0,0,0,0,0,0,0,0,0,22722
18452.0,29707.72,15.435562540646,2018-04-08,0,0,0,0,0,0,0,0,0,22722
17345.0,20293.65,16.1646584029979,2019-04-14,0,0,0,0,0,0,0,0,0,22722
19612.0,33144.28,14.9190801550071,2018-04-15,0,0,0,0,0,0,0,0,0,22722
17343.0,28269.09,15.6784293374848,2019-04-21,0,0,0,1,0,0,0,0,0,22722
15937.0,17690.07,15.9096442241325,2018-04-22,0,0,0,0,0,0,0,0,0,22722
15581.0,22748.26,16.540594313587,2019-04-28,0,0,0,0,0,0,0,0,0,22722
16147.0,23090.21,15.5928655477797,2018-04-29,0,0,0,0,0,0,0,0,0,22722
17693.0,27778.01,16.0961397162719,2019-05-05,0,0,0,0,0,0,0,0,0,22722
18671.0,24832.43,14.8912752396765,2018-05-06,0,0,0,0,0,0,0,0,0,22722
17477.0,24992.11,16.134977398867,2019-05-12,0,0,0,0,0,0,0,0,0,22722
16338.0,17808.42,15.4536050924225,2018-05-13,0,0,0,0,0,0,0,0,0,22722
17449.0,25475.54,16.2195541291764,2019-05-19,0,0,0,0,0,0,0,0,0,22722
16536.0,19512.48,15.2498185776487,2018-05-20,0,0,0,0,0,0,0,0,0,22722
17497.0,23795.92,16.1437960793278,2019-05-26,0,0,0,0,0,0,0,0,0,22722
16852.0,20559.44,15.1841917873249,2018-05-27,0,0,0,0,0,0,0,0,0,22722
16822.0,25737.66,16.2976459398406,2019-06-02,0,0,0,0,1,0,0,0,0,22722
16656.0,18321.6,15.1997478386167,2018-06-03,0,0,0,0,1,0,0,0,0,22722
17871.0,26806.5,16.1396676179284,2019-06-09,0,0,0,0,0,0,0,0,0,22722
16729.0,22584.15,15.1895510789646,2018-06-10,0,0,0,0,0,0,0,0,0,22722
15804.0,24022.08,16.3575044292584,2019-06-16,0,0,0,0,0,0,0,0,0,22722
15772.0,23027.12,15.3276058838447,2018-06-17,0,0,0,0,0,0,0,0,0,22722
15914.0,24984.98,16.4141007917556,2019-06-23,0,0,0,0,0,0,0,0,0,22722
15742.0,22196.22,15.3583407445051,2018-06-24,0,0,0,0,0,0,0,0,0,22722
16053.0,18139.89,16.0873979941443,2019-06-30,0,0,0,0,0,0,0,0,0,22722
15904.0,22424.64,15.515467806841,2018-07-01,0,0,0,0,0,0,0,0,0,22722
17187.0,28702.29,15.7710478850293,2019-07-07,0,0,0,0,0,1,0,0,0,22722
15650.0,19562.5,15.5167412140575,2018-07-08,0,0,0,0,0,1,0,0,0,22722
16430.0,21523.3,15.2903225806451,2017-07-09,0,0,0,0,0,1,0,0,0,22722
16377.0,27513.36,15.9598217011662,2019-07-14,0,0,0,0,0,0,0,0,0,22722
15907.0,26246.55,15.2104733765009,2018-07-15,0,0,0,0,0,0,0,0,0,22722
16089.0,27029.52,15.3076014668407,2017-07-16,0,0,0,0,0,0,0,0,0,22722
16396.0,24757.96,15.8243474018053,2019-07-21,0,0,0,0,0,0,0,0,0,22722
15960.0,17396.4,15.2068295739348,2018-07-22,0,0,0,0,0,0,0,0,0,22722
15992.0,26706.64,15.4796773386693,2017-07-23,0,0,0,0,0,0,0,0,0,22722
15754.0,19377.42,15.8427066141932,2019-07-28,0,0,0,0,0,0,0,0,0,22722
15033.0,22850.16,15.6671323089203,2018-07-29,0,0,0,0,0,0,0,0,0,22722
15563.0,20698.79,15.7870590503116,2017-07-30,0,0,0,0,0,0,0,0,0,22722
17041.0,21642.07,15.4404084267355,2019-08-04,0,0,0,0,0,0,0,0,0,22722
17044.0,22157.2,15.3074982398498,2018-08-05,0,0,0,0,0,0,0,0,0,22722
19503.0,30034.62,15.138440239963,2017-08-06,0,0,0,0,0,0,0,0,0,22722
17213.0,23409.68,15.3258002672398,2019-08-11,0,0,0,0,0,0,0,0,0,22722
17259.0,25198.14,15.1693029723622,2018-08-12,0,0,0,0,0,0,0,0,0,22722
17609.0,24300.42,15.4516440456584,2017-08-13,0,0,0,0,0,0,0,0,0,22722
17332.0,26691.28,15.2698476805908,2019-08-18,0,0,0,0,0,0,0,0,0,22722
16984.0,18682.4,15.3117051342439,2018-08-19,0,0,0,0,0,0,0,0,0,22722
19805.0,25548.45,14.9961120929058,2017-08-20,0,0,0,0,0,0,0,0,0,22722
18098.0,20088.78,14.9508232953917,2019-08-25,0,0,0,0,0,0,0,0,0,22722
18194.0,27654.88,15.1144333296691,2018-08-26,0,0,0,0,0,0,0,0,0,22722
18196.0,26020.28,15.0566058474389,2017-08-27,0,0,0,0,0,0,0,0,0,22722
19047.0,23046.87,14.9566335905916,2019-09-01,0,0,0,0,0,0,0,0,0,22722
18436.0,23598.08,14.9539487958342,2018-09-02,0,0,0,0,0,0,0,0,0,22722
18872.0,30572.64,14.8937579482831,2017-09-03,0,0,0,0,0,0,0,0,0,22722
19395.0,28316.7,14.8077855117298,2019-09-08,0,0,0,0,0,0,1,0,0,22722
19926.0,22914.9,14.8632440028103,2018-09-09,0,0,0,0,0,0,1,0,0,22722
21254.0,31030.84,14.3569210501552,2017-09-10,0,0,0,0,0,0,1,0,0,22722
19023.0,20544.84,14.8531251642748,2019-09-15,0,0,0,0,0,0,0,0,0,22722
19084.0,27862.64,14.9531020750366,2018-09-16,0,0,0,0,0,0,0,0,0,22722
19078.0,21939.7,14.7453087325715,2017-09-17,0,0,0,0,0,0,0,0,0,22722
18230.0,23334.4,15.5206801974766,2019-09-22,0,0,0,0,0,0,0,0,0,22722
17543.0,21753.32,15.4658268255144,2018-09-23,0,0,0,0,0,0,0,0,0,22722
18934.0,25371.56,15.3254462871025,2017-09-24,0,0,0,0,0,0,0,0,0,22722
17647.0,20294.05,15.7782625942086,2019-09-29,0,0,0,0,0,0,0,0,0,22722
17218.0,22555.58,15.7051341619235,2018-09-30,0,0,0,0,0,0,0,0,0,22722
18224.0,24602.4,15.6226953467954,2017-10-01,0,0,0,0,0,0,0,0,0,22722
19252.0,23102.4,15.4181383752337,2019-10-06,0,0,0,0,0,0,0,0,0,22722
19164.0,27212.88,15.4550720100187,2018-10-07,0,0,0,0,0,0,0,0,0,22722
19048.0,22667.12,15.215193196136,2017-10-08,0,0,0,0,0,0,0,0,0,22722
18735.0,23044.05,15.4214571657325,2019-10-13,0,0,0,0,0,0,0,0,0,22722
17781.0,21870.63,15.866205500253,2018-10-14,0,0,0,0,0,0,0,0,0,22722
17357.0,24646.94,15.6779973497724,2017-10-15,0,0,0,0,0,0,0,0,0,22722
18642.0,20319.78,15.2725565926402,2019-10-20,0,0,0,0,0,0,0,0,0,22722
17496.0,25894.08,15.8228166438042,2018-10-21,0,0,0,0,0,0,0,0,0,22722
16673.0,26009.88,15.5953937503748,2017-10-22,0,0,0,0,0,0,0,0,0,22722
18534.0,26132.94,15.317254775008,2019-10-27,0,0,0,0,0,0,0,0,0,22722
20678.0,25640.72,14.9583615436696,2018-10-28,0,0,0,0,0,0,0,0,0,22722
17286.0,20051.76,14.684947356242,2017-10-29,0,0,0,0,0,0,0,0,0,22722
18634.0,31305.12,15.5160459375335,2018-11-04,0,0,0,0,0,0,0,0,0,22722
20085.0,24704.55,14.3487179487179,2017-11-05,0,0,0,0,0,0,0,0,0,22722
19221.0,29408.13,15.3185058009468,2018-11-11,0,0,0,0,0,0,0,0,0,22722
21278.0,31491.44,14.3901682488955,2017-11-12,0,0,0,0,0,0,0,0,0,22722
19059.0,28397.91,15.6491421375728,2018-11-18,0,0,0,0,0,0,0,0,0,22722
18988.0,29621.28,14.9427533178849,2017-11-19,0,0,0,0,0,0,0,0,0,22722
18318.0,26377.92,15.3921825526804,2018-11-25,0,0,0,0,0,0,0,1,0,22722
19693.0,32690.38,14.5163763773929,2017-11-26,0,0,0,0,0,0,0,1,0,22722
19232.0,30001.92,15.7261335274542,2018-12-02,0,0,0,0,0,0,0,0,0,22722
18111.0,28615.38,15.425652918116,2017-12-03,0,0,0,0,0,0,0,0,0,22722
18513.0,28139.76,16.0206881650731,2018-12-09,0,0,0,0,0,0,0,0,0,22722
18688.0,29527.04,15.2093321917808,2017-12-10,0,0,0,0,0,0,0,0,0,22722
19162.0,29701.1,15.9491702327523,2018-12-16,0,0,0,0,0,0,0,0,0,22722
20223.0,22447.53,15.6189981704,2017-12-17,0,0,0,0,0,0,0,0,0,22722
21051.0,25682.22,16.4522825518977,2018-12-23,0,0,0,0,0,0,0,0,0,22722
23044.0,36870.4,16.5350199618121,2017-12-24,0,0,0,0,0,0,0,0,0,22722
19406.0,30855.54,16.981500566835,2018-12-30,0,0,0,0,0,0,0,0,1,22722
29895.0,40657.2,16.139421307911,2017-12-31,0,0,0,0,0,0,0,0,1,22722
4604.0,7136.2,14.875325803649,2019-01-06,1,0,0,0,0,0,0,0,0,22722
4924.0,7533.72,14.4628350934199,2018-01-07,1,0,0,0,0,0,0,0,0,22722
4665.0,7743.9,14.718756698821,2019-01-13,0,0,0,0,0,0,0,0,0,22722
5119.0,7115.41,14.5170931822621,2018-01-14,0,0,0,0,0,0,0,0,0,22722
4384.0,6926.72,14.3866332116788,2019-01-20,0,0,0,0,0,0,0,0,0,22722
5249.0,5878.88,14.5273385406744,2018-01-21,0,1,0,0,0,0,0,0,0,22722
3979.0,6127.66,14.6179944709726,2019-01-27,0,1,0,0,0,0,0,0,0,22722
4930.0,5718.8,14.5150101419878,2018-01-28,0,0,0,0,0,0,0,0,0,22722
4175.0,5260.5,14.3552095808383,2019-02-03,0,0,0,0,0,0,0,0,0,22722
5679.0,8064.18,14.1840112695897,2018-02-04,0,0,0,0,0,0,0,0,0,22722
4319.0,4880.47,14.187543412827,2019-02-10,0,0,0,0,0,0,0,0,0,22722
5428.0,7490.64,14.2903463522476,2018-02-11,0,0,0,0,0,0,0,0,0,22722
4602.0,6350.76,14.2966101694915,2019-02-17,0,0,0,0,0,0,0,0,0,22722
4835.0,5560.25,14.3935884177869,2018-02-18,0,0,0,0,0,0,0,0,0,22722
4914.0,7027.02,13.9299959299959,2019-02-24,0,0,1,0,0,0,0,0,0,22722
4619.0,7482.78,14.2188785451396,2018-02-25,0,0,1,0,0,0,0,0,0,22722
5378.0,6614.94,13.8873187058386,2019-03-03,0,0,0,0,0,0,0,0,0,22722
4712.0,6973.76,14.3079371816638,2018-03-04,0,0,0,0,0,0,0,0,0,22722
4593.0,6935.43,14.3840627041149,2019-03-10,0,0,0,0,0,0,0,0,0,22722
3956.0,4351.6,15.0053083923154,2018-03-11,0,0,0,0,0,0,0,0,0,22722
3904.0,4684.8,14.4451844262295,2019-03-17,0,0,0,0,0,0,0,0,0,22722
3674.0,4261.84,15.1186717474142,2018-03-18,0,0,0,0,0,0,0,0,0,22722
3610.0,3898.8,14.2739612188365,2019-03-24,0,0,0,0,0,0,0,0,0,22722
3372.0,3911.52,14.9469157769869,2018-03-25,0,0,0,0,0,0,0,0,0,22722
3542.0,5277.58,14.1710897797854,2019-03-31,0,0,0,0,0,0,0,0,0,22722
3306.0,5223.48,14.8445251058681,2018-04-01,0,0,0,1,0,0,0,0,0,22722
3521.0,4753.35,14.1905708605509,2019-04-07,0,0,0,0,0,0,0,0,0,22722
3379.0,5609.14,14.2909144717372,2018-04-08,0,0,0,0,0,0,0,0,0,22722
3142.0,3990.34,14.348504137492,2019-04-14,0,0,0,0,0,0,0,0,0,22722
3218.0,5180.98,14.4272840273461,2018-04-15,0,0,0,0,0,0,0,0,0,22722
3160.0,4708.4,14.5120253164556,2019-04-21,0,0,0,1,0,0,0,0,0,22722
3040.0,4195.2,14.5608552631578,2018-04-22,0,0,0,0,0,0,0,0,0,22722
2918.0,4668.8,14.5390678546949,2019-04-28,0,0,0,0,0,0,0,0,0,22722
3039.0,4011.48,14.2635735439289,2018-04-29,0,0,0,0,0,0,0,0,0,22722
3239.0,4145.92,14.2253782031491,2019-05-05,0,0,0,0,0,0,0,0,0,22722
3114.0,4826.7,14.0924855491329,2018-05-06,0,0,0,0,0,0,0,0,0,22722
3107.0,5188.69,14.3875120695204,2019-05-12,0,0,0,0,0,0,0,0,0,22722
2976.0,3958.08,13.6266801075268,2018-05-13,0,0,0,0,0,0,0,0,0,22722
2971.0,3802.88,14.4991585324806,2019-05-19,0,0,0,0,0,0,0,0,0,22722
2877.0,3107.16,13.6183524504692,2018-05-20,0,0,0,0,0,0,0,0,0,22722
2955.0,4462.05,14.311336717428,2019-05-26,0,0,0,0,0,0,0,0,0,22722
2932.0,3723.64,13.6214188267394,2018-05-27,0,0,0,0,0,0,0,0,0,22722
2840.0,3180.8,14.4658450704225,2019-06-02,0,0,0,0,1,0,0,0,0,22722
2845.0,3840.75,13.5722319859402,2018-06-03,0,0,0,0,1,0,0,0,0,22722
2984.0,3461.44,14.3706434316353,2019-06-09,0,0,0,0,0,0,0,0,0,22722
2806.0,4349.3,13.8096935138987,2018-06-10,0,0,0,0,0,0,0,0,0,22722
2834.0,3740.88,14.3990825688073,2019-06-16,0,0,0,0,0,0,0,0,0,22722
2658.0,3588.3,13.8344620015048,2018-06-17,0,0,0,0,0,0,0,0,0,22722
2739.0,3779.82,14.4403066812705,2019-06-23,0,0,0,0,0,0,0,0,0,22722
2605.0,2813.4,14.0667946257197,2018-06-24,0,0,0,0,0,0,0,0,0,22722
2855.0,4568.0,14.2028021015761,2019-06-30,0,0,0,0,0,0,0,0,0,22722
2772.0,3381.84,13.9628427128427,2018-07-01,0,0,0,0,0,0,0,0,0,22722
2921.0,3154.68,14.1311194796302,2019-07-07,0,0,0,0,0,1,0,0,0,22722
2695.0,3072.3,13.9313543599257,2018-07-08,0,0,0,0,0,1,0,0,0,22722
2739.0,4053.72,13.9850310332238,2017-07-09,0,0,0,0,0,1,0,0,0,22722
2854.0,4309.54,14.2645409950946,2019-07-14,0,0,0,0,0,0,0,0,0,22722
2833.0,3116.3,13.6893752206141,2018-07-15,0,0,0,0,0,0,0,0,0,22722
2857.0,4342.64,14.1424571228561,2017-07-16,0,0,0,0,0,0,0,0,0,22722
2816.0,4730.88,14.2855113636363,2019-07-21,0,0,0,0,0,0,0,0,0,22722
